id,Name,Age,Gender,Qualification_type,Job_Type,Race,GPA,Interviewed
421,Sofie Robet,32,F,1,Research and Development,White,1.7,TRUE
422,Cy Wildash,25,M,1,Business Development,Other,0.7,FALSE
423,Raleigh Janway,59,M,2,Accounting,Asian,1.3,FALSE
424,Odelinda Reiglar,55,F,1,Legal,Black,1.3,FALSE
425,Camile Flaverty,22,F,5,Research and Development,White,1.7,FALSE
426,Alina Fettiplace,44,F,5,Accounting,Other,1,FALSE
427,Antonina Goodfield,22,F,3,Research and Development,Asian,2.7,TRUE
428,Miltie Sells,53,M,4,Product Management,Other,1.7,TRUE
429,Kiley Pridmore,35,M,5,Human Resources,Asian,4,FALSE
430,Derk Shawell,39,M,5,Human Resources,Asian,2.3,TRUE
431,Maryann Belvin,56,F,1,Training,Black,4,FALSE
432,Irving Summerbell,42,M,1,Training,Latino,3.7,TRUE
433,Ty Bartlosz,32,M,1,Product Management,White,3.3,FALSE
434,Keelby McGibbon,34,M,3,Marketing,White,1,FALSE
435,Shandeigh Di Meo,59,F,3,Sales,Other,1,TRUE
436,Lyndsie Gannan,34,F,5,Human Resources,Latino,4,FALSE
437,Kendra Knighton,26,F,5,Sales,Latino,2.7,FALSE
438,Curran Beardwood,59,M,5,Accounting,Other,3.7,TRUE
439,Gusella Marchello,27,F,1,Product Management,Other,3,FALSE
440,Seana Minico,56,F,4,Engineering,Other,3,FALSE
441,Lelia Antuoni,44,F,4,Business Development,Other,1,TRUE
442,Scot Stanbrooke,58,M,5,Research and Development,Asian,1.3,FALSE
443,Amitie Baudoux,27,F,3,Services,White,4,FALSE
444,Lazaro Hoffmann,48,M,3,Sales,White,0,FALSE
445,Lavena Jopp,28,F,4,Services,Asian,3.7,FALSE
446,Jory Mattisson,39,M,3,Human Resources,Black,4,FALSE
447,Lenore Seal,57,F,4,Support,Black,3,FALSE
448,Janice Emanuele,25,F,4,Support,Asian,0,TRUE
449,Thaxter Bather,46,M,3,Legal,Other,3,TRUE
450,Elisha Burdell,31,M,3,Human Resources,White,1.3,FALSE
451,Bailey Delamar,27,M,5,Services,Latino,4,FALSE
452,Emmit Dysert,42,M,4,Research and Development,Other,1.7,FALSE
453,Rita Grishaev,57,F,4,Sales,White,2.3,TRUE
454,Tobiah Petrovic,35,M,4,Engineering,Other,3.7,FALSE
455,Salmon Dowtry,46,M,3,Legal,Black,3,FALSE
456,Malvina Bonsall,23,F,3,Accounting,Other,2,FALSE
457,Leonard Bardnam,27,M,2,Support,Latino,2,FALSE
458,Shawn Rayhill,25,M,4,Training,Asian,1,TRUE
459,Cristionna Shergill,35,F,4,Training,Other,1.7,TRUE
460,Winslow Kydd,50,M,5,Business Development,Black,0.7,FALSE
461,Margaux Strotton,52,F,3,Sales,Latino,2.3,TRUE
462,Lisabeth Perago,23,F,3,Legal,Black,2.7,FALSE
463,Fee Decaze,23,M,4,Product Management,Other,0.7,TRUE
464,Pansie Frugier,46,F,5,Marketing,Latino,3.7,TRUE
465,Duky Merle,37,M,4,Business Development,Asian,3.7,TRUE
466,Thaddus Jeenes,47,M,5,Marketing,Asian,3.3,TRUE
467,Farrel Douce,31,M,3,Sales,White,2,TRUE
468,Catherine Jeffes,48,F,4,Accounting,Asian,2.3,TRUE
469,Ferd Graine,37,M,1,Marketing,Black,4,TRUE
470,Deeann Rippingall,49,F,5,Support,Latino,3,FALSE
471,Roy Taffrey,46,M,1,Business Development,Latino,3.3,FALSE
472,Rriocard Farrell,42,M,5,Business Development,White,2.7,TRUE
473,Coreen Sherratt,35,F,4,Product Management,Asian,1,TRUE
474,Britney Morrice,59,F,3,Training,Black,3,FALSE
475,Della Buscombe,33,F,3,Marketing,Latino,1.3,FALSE
476,Antone Herley,23,M,5,Engineering,Latino,2.3,FALSE
477,Gilburt Cartwight,31,M,3,Engineering,Asian,2.7,TRUE
478,Paddie Reisenstein,47,M,1,Training,Black,4,TRUE
479,Michel Phalip,32,F,3,Support,Asian,2.7,FALSE
480,Royal Reach,45,M,5,Services,Asian,1.3,FALSE
481,Frank Scardefield,24,F,4,Services,Asian,3.3,FALSE
482,Tomkin Tolliday,29,M,1,Research and Development,Black,0.7,FALSE
483,Susan Dodson,46,F,5,Legal,Asian,3.3,FALSE
484,Garreth Tiernan,54,M,2,Accounting,White,3.7,TRUE
485,Chiarra Digg,55,F,3,Services,Black,3,TRUE
486,Clarisse Cranham,52,F,2,Business Development,Latino,1.3,FALSE
487,Dalis Cammock,54,M,2,Product Management,Black,0.7,FALSE
488,Dorie Kedward,31,F,3,Product Management,Black,4,FALSE
489,Nicolina Faust,60,F,5,Engineering,Other,1,TRUE
490,Margret Nan Carrow,49,F,1,Support,Other,0,TRUE
491,Tedmund McKniely,53,M,1,Research and Development,Latino,0,TRUE
492,Estevan Cornfield,44,M,1,Research and Development,White,0,TRUE
493,Katine Matisoff,59,F,1,Human Resources,Latino,3,TRUE
494,Aron Frankom,40,M,5,Research and Development,Asian,4,FALSE
495,Staci Egiloff,36,F,4,Marketing,Other,3.3,TRUE
496,Gertie Littleton,41,F,4,Product Management,Other,0.7,TRUE
497,Cassandry Cadamy,40,F,4,Accounting,Other,3.3,FALSE
498,Fabiano O' Neligan,21,M,2,Sales,Other,2,FALSE
499,Gabrila Rockcliff,40,F,2,Product Management,Asian,3.3,FALSE
500,Felice Cherry,23,F,5,Business Development,Latino,2.7,TRUE
501,Haley Beavington,32,F,4,Marketing,Other,2,TRUE
502,Milissent Hansman,34,F,1,Legal,Black,1.7,TRUE
503,Heywood Burnside,49,M,5,Research and Development,Asian,4,FALSE
504,Dilan Ikin,31,M,5,Product Management,Latino,0.7,FALSE
505,Colene Pexton,35,F,1,Engineering,White,0,TRUE
506,Brooke Romain,59,F,2,Accounting,Other,3.3,FALSE
507,Joly Heister,53,F,4,Training,White,3.3,TRUE
508,Flin Clarey,53,M,2,Human Resources,Asian,4,TRUE
509,Jonis Varley,46,F,5,Business Development,Black,1.7,TRUE
510,Murdock Lent,56,M,1,Human Resources,Black,0,FALSE
511,Nat Grouen,37,M,5,Sales,Asian,1.7,FALSE
512,Faustine Linnitt,26,F,4,Product Management,Asian,1.7,TRUE
513,Garey Sertin,23,M,2,Research and Development,Black,2.7,FALSE
514,Eugenia Hallut,24,F,1,Sales,Other,4,TRUE
515,Freeland Grimsdith,33,M,5,Accounting,Latino,3.3,TRUE
516,Wylie Devereu,39,M,2,Training,Latino,4,TRUE
517,Cindy Bruggen,25,F,2,Business Development,Latino,4,TRUE
518,Ree Arnaudi,21,F,3,Product Management,Asian,1.7,TRUE
519,Leland Chattell,56,M,4,Product Management,Asian,2.3,FALSE
520,Tallie Waplington,23,F,1,Research and Development,Latino,0.7,FALSE
521,Yelena Kremer,57,F,4,Support,Other,2.3,FALSE
522,Roslyn Maude,42,F,3,Research and Development,Asian,2.3,TRUE
523,Cullie Othen,33,M,4,Marketing,Latino,1,FALSE
524,Ewart Edgley,45,M,5,Accounting,Asian,2.3,FALSE
525,Morty Risbie,26,M,4,Research and Development,Latino,0.7,FALSE
526,Courtney Marl,52,F,4,Accounting,Asian,4,FALSE
527,Mab Santon,57,F,4,Research and Development,Other,3.3,FALSE
528,Rozalie Brushfield,49,F,4,Business Development,Asian,2.3,TRUE
529,Coleman Krzysztof,26,M,3,Marketing,Black,2,FALSE
530,Cordula Cockaday,34,F,2,Legal,Black,2.7,FALSE
531,Prinz Adamini,51,M,2,Marketing,Latino,3.7,FALSE
532,Brent Mitie,25,M,3,Human Resources,Latino,2.7,FALSE
533,Susette Housiaux,25,F,4,Support,Asian,3.7,FALSE
534,Arleyne Tremathack,37,F,2,Support,Other,1.3,TRUE
535,Ardisj Keeton,33,F,4,Sales,White,3.3,FALSE
536,Stacy Ruddle,42,M,2,Training,Black,1.7,TRUE
537,Tammie Vahl,44,M,4,Human Resources,Black,1.3,FALSE
538,Hanni Rabjohns,48,F,1,Marketing,Other,3.3,TRUE
539,Saw Deares,33,M,4,Sales,Latino,4,FALSE
540,Emerson Pidgley,36,M,2,Product Management,White,2.7,TRUE
541,Delcina Wyeth,51,F,3,Product Management,Asian,3,FALSE
542,Fabe Itzchaki,57,M,1,Human Resources,Black,2,TRUE
543,Juli Scrivens,51,F,2,Business Development,Other,2.7,TRUE
544,Minne Vonasek,38,F,3,Human Resources,White,0.7,FALSE
545,Marlyn Stoute,27,F,2,Business Development,Latino,2.7,FALSE
546,Elfie Rustan,26,F,2,Sales,Other,0,FALSE
547,Rainer Guirard,36,M,5,Accounting,White,2,FALSE
548,Skye Sinclair,41,M,3,Sales,Other,3.7,TRUE
549,Teresina Duddan,44,F,2,Support,Other,2.7,FALSE
550,Mattheus Caseborne,36,M,3,Research and Development,Latino,1.3,TRUE
551,Kristien Herculson,21,F,3,Business Development,Black,2.7,FALSE
552,Sidonnie Plowman,21,F,1,Support,Black,3,TRUE
553,Adriano Calton,22,M,5,Research and Development,Asian,3,TRUE
554,Marthena Simmen,43,F,5,Research and Development,Black,1.3,FALSE
555,Patricia Frays,45,F,3,Legal,White,2,TRUE
556,Lemmie Tassell,51,M,4,Training,Black,1.7,FALSE
557,Abrahan Shyram,29,M,3,Engineering,White,3.3,FALSE
558,Field Gratrex,40,M,3,Sales,White,3,TRUE
559,Hugo Iltchev,40,M,5,Engineering,Other,1.7,TRUE
560,Orson McCrory,47,M,2,Support,Black,4,FALSE
561,Theresina Kaiser,27,F,5,Engineering,Asian,4,TRUE
562,Dannie Jancso,45,M,2,Engineering,Other,1,FALSE
563,Alberik Matthews,54,M,5,Research and Development,Asian,2.3,TRUE
564,Court Corns,24,M,3,Product Management,Black,1.3,FALSE
565,Reamonn Gabitis,55,M,1,Accounting,Other,2,TRUE
566,Esta Staner,24,F,5,Engineering,Black,2,FALSE
567,Sandy Vinnicombe,21,M,5,Legal,Black,3,FALSE
568,Adelle Gillan,60,F,5,Services,Other,3,TRUE
569,Sammy Anthoine,27,M,1,Services,White,1,FALSE
570,Pierce Piper,29,M,1,Engineering,Other,3.7,FALSE
571,Demetri Choak,43,M,1,Business Development,Asian,1.7,TRUE
572,Brockie Sowersby,34,M,2,Business Development,Other,1.7,FALSE
573,Rockey Mattiassi,35,M,4,Human Resources,Other,0.7,FALSE
574,Mic Ferraretto,33,M,2,Engineering,Latino,4,FALSE
575,Karel Baggallay,23,M,5,Business Development,Other,3.7,FALSE
576,Shandie Milbourne,39,F,1,Human Resources,Black,1.7,TRUE
577,Sharyl Shapero,56,F,4,Services,Other,3.3,FALSE
578,Madlen Leisk,42,F,5,Services,Latino,2.3,TRUE
579,Elaina Capper,30,F,2,Support,Asian,0.7,TRUE
580,Dorthy Longshaw,37,F,4,Sales,Asian,2,TRUE
581,Rowan Niche,43,M,5,Training,Black,1.7,TRUE
582,Everett McCloughlin,59,M,4,Legal,White,2,TRUE
583,Pall McGriffin,53,M,1,Engineering,Black,2,FALSE
584,Tiffany Greson,46,F,4,Marketing,Asian,1,TRUE
585,Dukey Carillo,29,M,4,Research and Development,Latino,1.3,FALSE
586,Howard McCroft,53,M,4,Human Resources,White,1,TRUE
587,Shamus Daughtrey,45,M,5,Services,White,3,TRUE
588,Terese Codi,32,F,4,Marketing,Latino,3,FALSE
589,Mallorie Doy,53,F,1,Accounting,Other,3,TRUE
590,Keen McIlwain,34,M,1,Business Development,Black,0,TRUE
591,Town Baxendale,25,M,4,Marketing,Black,3,FALSE
592,Christoforo Ridolfi,22,M,1,Sales,Other,3.7,TRUE
593,Juliana Nieass,40,F,5,Legal,Latino,4,TRUE
594,Roscoe Toby,54,M,4,Training,Black,1.7,FALSE
595,Davide Cattell,50,M,2,Legal,Black,2,TRUE
596,Jesselyn Gotmann,29,F,4,Human Resources,White,1.7,FALSE
597,Ermentrude Eardley,44,F,3,Research and Development,Black,1.7,TRUE
598,Gearard Suddaby,27,M,2,Sales,Other,4,TRUE
599,Michel Boulding,44,M,2,Human Resources,Other,1.3,FALSE
600,Devina Rohlf,54,F,4,Business Development,Asian,2.7,FALSE
601,Mignon Ayres,59,F,4,Human Resources,Other,3.7,TRUE
602,Kaine Bowring,54,M,3,Sales,Asian,2.3,TRUE
603,Frederick Snoad,40,M,1,Accounting,White,3.3,TRUE
604,Beatrix Hursthouse,44,F,5,Marketing,Black,0,FALSE
605,Helyn Baudts,52,F,4,Legal,Asian,2,TRUE
606,Merell Breissan,22,M,2,Legal,Latino,3.3,TRUE
607,Steffi Jellico,49,F,2,Business Development,Latino,2.7,FALSE
608,Marietta Cranson,27,M,1,Sales,Black,0.7,TRUE
609,Ethelred Bransdon,55,M,4,Support,Latino,0.7,FALSE
610,Lynnell Chivers,45,F,3,Engineering,White,3,TRUE
611,Lolly Sedworth,58,F,3,Human Resources,Black,3.7,FALSE
612,Andrea Gilliam,49,M,3,Legal,Asian,1.3,FALSE
613,Berget Cramond,37,F,2,Services,Other,3,TRUE
614,Filmer Rosita,34,M,1,Legal,Latino,1,FALSE
615,Ransell Cahillane,32,M,1,Product Management,Black,3.7,FALSE
616,Celestyn Scoles,53,F,5,Engineering,Latino,2,FALSE
617,Harriot Sirette,32,F,1,Business Development,Asian,3.7,FALSE
618,Corry Cozens,22,F,3,Support,Latino,2.3,TRUE
619,Haskell Skrines,57,M,1,Sales,Latino,3,TRUE
620,Clemens Zolini,36,M,5,Services,White,1.3,TRUE
621,Thorpe Guilder,53,M,4,Product Management,Asian,2.3,TRUE
622,Ly Larrad,50,M,2,Training,Black,3,FALSE
623,Meryl Treske,47,M,5,Services,Latino,1.3,TRUE
624,Sargent Maty,38,M,1,Product Management,Asian,3.3,TRUE
625,Dallon Brabin,25,M,4,Business Development,Latino,1.7,TRUE
626,Brennen Phipp,37,M,5,Sales,White,1.7,TRUE
627,Mikaela Southby,40,F,4,Marketing,Other,0.7,FALSE
628,Ellyn Vazquez,48,F,2,Human Resources,Latino,1.7,TRUE
629,Josie Line,40,F,5,Training,Latino,2.3,TRUE
630,Rowe Walkley,41,F,3,Product Management,White,3.7,TRUE
631,Bud Comello,49,M,5,Legal,White,1,FALSE
632,Richy Stockney,35,M,4,Training,Black,0.7,FALSE
633,Ulrica Hirjak,27,F,5,Legal,White,3.7,TRUE
634,Letizia Dominichetti,24,F,3,Product Management,White,1.3,TRUE
635,Peggie Calderon,58,F,1,Human Resources,Latino,2,TRUE
636,Willard Gerault,33,M,4,Legal,Asian,2.3,FALSE
637,Ginevra Peteri,46,F,3,Product Management,Latino,3.7,FALSE
638,Joanna Hayler,39,F,5,Business Development,White,3.7,TRUE
639,Kathi Cloonan,39,F,5,Product Management,Asian,1.7,FALSE
640,Umeko Follos,30,F,5,Services,Asian,0,FALSE
641,Kai O'Lynn,27,F,4,Training,Black,1,TRUE
642,Neils Rainbird,31,M,2,Accounting,Other,1.7,TRUE
643,Elfrida Ostler,36,F,4,Training,Black,2,TRUE
644,Lock Purvis,39,M,1,Sales,Latino,0.7,TRUE
645,Rance Campo,30,M,2,Human Resources,Other,4,FALSE
646,Chelsea Kupis,58,F,1,Accounting,White,1.7,FALSE
647,Bev Sweeny,45,F,3,Services,Other,2.3,FALSE
648,Ariel Semour,25,M,4,Human Resources,Asian,2.7,FALSE
649,Suzette Sidnall,43,F,3,Support,Latino,2,TRUE
650,Kippie Cristoforo,24,M,3,Marketing,Black,2.3,TRUE
651,Ted Brennen,49,M,4,Research and Development,Latino,3.7,FALSE
652,Cele Ayrton,27,F,1,Services,Other,1.7,TRUE
653,Patton Wilman,54,M,3,Services,Other,2.7,FALSE
654,Hamilton Cleghorn,30,M,4,Services,White,2.3,TRUE
655,Mallory Ferrone,33,F,5,Engineering,Latino,0,TRUE
656,Marie-jeanne Riggey,59,F,1,Services,Asian,2.3,TRUE
657,Arri Pflieger,59,M,2,Human Resources,Black,1.7,FALSE
658,Patty Liddington,45,F,3,Engineering,Asian,3.3,TRUE
659,Hyatt Peirpoint,46,M,5,Business Development,White,3.3,TRUE
660,Englebert Gyngell,43,M,3,Training,Black,0,FALSE
661,Leslie Janikowski,33,M,5,Business Development,Other,2,TRUE
662,Trevar Dalbey,58,M,1,Accounting,Asian,2.7,FALSE
663,Jehu Fritter,22,M,4,Business Development,Black,2.7,FALSE
664,Daffy Scrauniage,47,F,3,Human Resources,White,2.3,TRUE
665,Darleen Paff,36,F,5,Business Development,Asian,1.3,FALSE
666,Erin Dudley,49,F,2,Human Resources,Asian,0,FALSE
667,Borden Schuelcke,27,M,5,Business Development,White,2.7,TRUE
668,Kylila Ackroyd,22,F,3,Support,Latino,3.7,FALSE
669,Marchall Flea,49,M,1,Product Management,Other,1.7,TRUE
670,Angeli Bruckental,55,M,5,Product Management,Asian,3.3,TRUE
671,Norry Briskey,36,M,5,Business Development,Black,2,TRUE
672,Theo Causnett,43,M,4,Accounting,Other,0,FALSE
673,Elene Bonhome,56,F,4,Support,Black,0,TRUE
674,Johnna Danilovitch,58,F,5,Engineering,Asian,2,TRUE
675,Israel Tomaini,58,M,5,Marketing,Black,2.3,FALSE
676,Orrin Goves,52,M,1,Engineering,Other,0.7,FALSE
677,Mitchel Faers,57,M,5,Training,Latino,0,FALSE
678,Isidore Marjot,25,M,4,Accounting,Black,2,FALSE
679,Samaria Stillmann,59,F,3,Research and Development,Black,2.3,TRUE
680,Ursuline Barnson,43,F,2,Research and Development,Asian,3.3,TRUE
681,Aggy Cane,54,F,3,Engineering,Latino,3.3,TRUE
682,Beatrix Fominov,29,F,5,Services,Latino,2.3,TRUE
683,Doy Drivers,40,M,4,Research and Development,Other,3.3,TRUE
684,Simmonds Bestar,50,M,1,Engineering,Black,3.7,TRUE
685,Lindsay Muccino,35,M,2,Services,White,1,FALSE
686,Charlie Springford,49,M,5,Accounting,Latino,2.3,FALSE
687,Jamison Vinnicombe,53,M,5,Engineering,Latino,1.3,TRUE
688,Der Cooley,46,M,5,Research and Development,Other,0,TRUE
689,Cly Hargess,60,M,5,Accounting,Latino,2,TRUE
690,Mycah Fargher,44,M,3,Engineering,Other,2,TRUE
691,Neill Copper,58,M,3,Legal,Asian,0,TRUE
692,Ardeen Biddiss,52,F,3,Support,Other,3,FALSE
693,Theda Shew,38,F,4,Human Resources,Asian,0,TRUE
694,Lawry Germon,31,M,1,Business Development,Asian,3.3,TRUE
695,Kameko Stuther,48,F,4,Services,Asian,4,FALSE
696,Bernette Letterick,46,F,4,Legal,Latino,4,FALSE
697,Geralda Stuther,41,F,4,Services,White,4,FALSE
698,Mattias Stannas,22,M,3,Human Resources,Asian,0,TRUE
699,Gorden Lovart,60,M,4,Human Resources,White,0.7,TRUE
700,Corinna Kermath,25,F,3,Services,Black,2.3,FALSE
701,Millicent Stiegers,54,F,1,Legal,Latino,1,TRUE
702,Errick Sheffield,58,M,1,Research and Development,White,3.3,FALSE
703,Lurleen Pinshon,45,F,1,Support,Asian,4,FALSE
704,Israel Semens,48,M,2,Training,Latino,2,FALSE
705,Maegan Randalston,37,F,3,Human Resources,Latino,1,TRUE
706,Stephannie Stancer,57,F,3,Legal,Black,3,TRUE
707,Tandie Chelsom,43,F,2,Support,Asian,3.3,TRUE
708,Roy Kimblin,49,M,5,Marketing,White,3.7,TRUE
709,Micheline Korpal,59,F,3,Marketing,Black,2,TRUE
710,Dick Livard,36,M,4,Product Management,White,0,FALSE
711,Gertrude Havard,54,F,4,Sales,Latino,2.3,TRUE
712,Desmond Shea,26,M,3,Marketing,Asian,1.3,TRUE
713,Skipton Heaven,31,M,3,Legal,Black,0.7,TRUE
714,Doll McCartney,27,F,1,Accounting,Black,0.7,FALSE
715,Hurleigh Sessuns,35,M,2,Engineering,White,2,TRUE
716,Fawn O'Donohue,51,F,2,Business Development,Asian,0,FALSE
717,Lenard MacRorie,32,M,4,Business Development,Latino,3.7,TRUE
718,Ira Cusick,46,M,1,Sales,White,3.3,FALSE
719,Madlin Averall,51,F,3,Training,Asian,0.7,FALSE
720,Lucius Ladel,59,M,1,Training,Latino,1,FALSE
721,Joete Cocklin,50,F,5,Business Development,Latino,0.7,TRUE
722,Matteo McCool,38,M,1,Marketing,Other,3.7,TRUE
723,Burlie Maben,26,M,4,Engineering,Latino,3,TRUE
724,Elmer Pinney,27,M,2,Training,Other,4,FALSE
725,Adi Mollnar,53,F,2,Research and Development,Other,3.3,TRUE
726,Seymour Brychan,34,M,1,Legal,Other,4,TRUE
727,Kristian Coade,31,M,5,Legal,Black,2.3,TRUE
728,Hamid Alcott,30,M,1,Training,Other,1,TRUE
729,Garek Brophy,41,M,3,Sales,Asian,2.7,TRUE
730,Christiane Rice,37,F,5,Human Resources,Other,3.3,TRUE
731,Petey Nickols,31,M,1,Legal,Other,3,FALSE
732,Willdon Le Leu,43,M,4,Research and Development,Other,1.7,TRUE
733,Mose Venables,45,M,5,Business Development,Other,3,FALSE
734,Jae Bloom,40,M,5,Sales,White,0.7,TRUE
735,Consalve Wither,41,M,5,Accounting,White,1,TRUE
736,Georgena Antosik,22,F,2,Training,White,3.3,FALSE
737,Tiebout Docherty,31,M,1,Engineering,Latino,3.3,TRUE
738,Cleavland Sanford,56,M,3,Research and Development,White,3.3,FALSE
739,Feliks Seathwright,38,M,1,Product Management,Asian,1,TRUE
740,Jelene Blaver,42,F,1,Legal,Asian,1.3,TRUE
741,Brinn Brownsea,27,F,2,Training,Other,1,FALSE
742,Adrianna Wride,33,F,1,Product Management,Black,0,TRUE
743,Hoyt Elloway,47,M,2,Training,Asian,0,TRUE
744,Lucais Leahey,45,M,4,Engineering,Latino,2,TRUE
745,Vito Vatini,30,M,4,Engineering,White,2.7,FALSE
746,Franciska Linggood,33,F,3,Product Management,Latino,4,FALSE
747,Rosalinde Jorissen,25,F,4,Marketing,Other,2,TRUE
748,Merola A'Barrow,28,F,2,Research and Development,Latino,1,TRUE
749,Ivan Feldhorn,22,M,5,Human Resources,Black,3.3,FALSE
750,Augustin Poulett,60,M,4,Sales,Other,1.3,FALSE
751,Court Seccombe,33,M,2,Accounting,Asian,3.7,TRUE
752,Clevie Pyffe,30,M,3,Engineering,Asian,2.3,TRUE
753,Mollie Mil,46,F,4,Training,Latino,2,FALSE
754,Haven Boylin,45,M,5,Research and Development,Latino,3.7,TRUE
755,Kassia Maylott,55,F,5,Engineering,Latino,0.7,FALSE
756,Teddie Chichgar,52,M,1,Business Development,Black,0.7,TRUE
757,Ebony Paddock,47,F,3,Services,Other,2.3,FALSE
758,Bjorn Nugent,40,M,2,Research and Development,White,1,FALSE
759,Julio Pibsworth,36,M,5,Engineering,Other,3.3,FALSE
760,Faber McAnalley,48,M,2,Engineering,Other,0.7,FALSE
761,Dick Lynett,24,M,4,Research and Development,Asian,3.7,TRUE
762,Torey Jerrams,47,F,1,Support,Black,1.7,TRUE
763,Trude Monkton,52,F,2,Legal,Asian,2,FALSE
764,Desdemona Malletratt,35,F,2,Accounting,Other,3.7,TRUE
765,Lefty Erickson,42,M,1,Accounting,Other,3.7,TRUE
766,Bartolemo Jaulmes,47,M,3,Engineering,Asian,3.7,FALSE
767,Chiquita Paszek,46,F,4,Accounting,White,1,FALSE
768,Even Clethro,22,M,2,Research and Development,Other,2.3,FALSE
769,Louella Flewett,36,F,2,Support,Black,2.3,TRUE
770,Dougy Del Checolo,58,M,3,Engineering,Asian,0.7,TRUE
771,Cheryl Westney,31,F,5,Training,White,0,TRUE
772,Tome Peat,45,M,3,Research and Development,Other,0.7,FALSE
773,Kellen Withull,47,F,3,Accounting,Other,4,FALSE
774,Lacey Fretson,27,F,3,Legal,Other,3.7,TRUE
775,Wallie Rodgier,45,M,2,Marketing,Black,3.7,TRUE
776,Tanney Sidsaff,37,M,3,Business Development,Latino,3,TRUE
777,Meaghan Culp,46,F,3,Engineering,Asian,1.3,FALSE
778,Devora Smythe,54,F,5,Support,Other,3.7,TRUE
779,Antoinette Sore,41,F,2,Accounting,White,0,TRUE
780,Louie Barrowclough,50,M,5,Legal,Other,2.3,TRUE
781,Jaynell Judge,49,F,2,Support,White,1.7,TRUE
782,Phil Lamminam,56,F,2,Research and Development,White,1.7,TRUE
783,Alyse Holehouse,55,F,1,Business Development,Other,3,FALSE
784,Wittie Diem,41,M,2,Services,Asian,1.3,FALSE
785,Candra Kolodziejski,35,F,3,Human Resources,White,2,TRUE
786,Bartholomew Overall,56,M,4,Business Development,Black,1.3,FALSE
787,Nathaniel Lapworth,38,M,2,Research and Development,White,3.7,FALSE
788,Jordan Meuse,43,F,4,Training,Asian,1.7,FALSE
789,Humfrey Helliwell,26,M,5,Research and Development,Other,4,TRUE
790,Luigi Sowrey,33,M,4,Marketing,Black,0.7,TRUE
791,Tanney Vinson,54,M,2,Marketing,Asian,3.7,TRUE
792,Savina Hacksby,33,F,3,Research and Development,White,0,TRUE
793,Culver Wornham,32,M,2,Business Development,Asian,4,TRUE
794,Oswald Wormald,56,M,4,Accounting,White,2.3,TRUE
795,Baldwin Snead,40,M,2,Product Management,Asian,4,TRUE
796,Mel Carmont,42,M,5,Product Management,White,2,FALSE
797,Aksel Tabourier,52,M,1,Accounting,Latino,1.7,TRUE
798,Delmor Janse,56,M,5,Engineering,White,4,TRUE
799,Camile Kyle,28,F,5,Services,Black,2,FALSE
800,Karil Davidovitch,27,F,5,Human Resources,Other,3.3,TRUE
801,Juliane Aitken,26,F,2,Accounting,Black,3,FALSE
802,Dur Thacke,32,M,2,Human Resources,White,1,FALSE
803,Giraud Lorroway,26,M,2,Legal,Black,3.7,FALSE
804,Kiersten Brumhead,49,F,5,Legal,Black,4,FALSE
805,Winthrop Kayley,57,M,4,Services,White,1.3,TRUE
806,Anselma Butters,23,F,3,Support,White,3.3,FALSE
807,Manfred Flindall,25,M,2,Human Resources,White,0,FALSE
808,Templeton Alelsandrovich,32,M,2,Engineering,Black,3,TRUE
809,Loutitia ducarme,42,F,3,Sales,Black,1.7,TRUE
810,Lurleen Kline,54,F,5,Legal,Asian,4,TRUE
811,Persis Shewsmith,31,F,4,Accounting,Latino,4,TRUE
812,Helaine Dunridge,35,F,2,Support,White,0.7,FALSE
813,Lora Macia,59,F,4,Engineering,White,3.3,TRUE
814,Dorice MacPeice,48,F,2,Training,White,2.3,TRUE
815,Frederico Abbes,57,M,5,Business Development,White,0,FALSE
816,Daryle Tattoo,46,M,5,Accounting,Other,2,FALSE
817,Rozelle Perview,57,F,2,Engineering,Latino,1,FALSE
818,Piotr Wallbanks,38,M,5,Engineering,Other,3.7,FALSE
819,Jackie Jardine,40,M,2,Research and Development,White,2,TRUE
820,Rosita Schiementz,35,F,1,Human Resources,White,3,FALSE
821,Raddie Croan,56,M,5,Support,Latino,2.3,FALSE
822,Conn Skipton,29,M,4,Marketing,White,4,TRUE
823,Kerr Arlt,35,M,3,Marketing,Black,2,TRUE
824,Prudy M'Chirrie,51,F,3,Services,Other,2.3,FALSE
